"match_id","team_id","home_away","goals","xG"
489,93,"a",0,0.396816201508045
490,81,"a",1,1.08384661376476
490,88,"h",3,3.24082847684622
491,88,"a",2,1.93697001039982
491,89,"h",1,1.0101266335696
492,78,"a",2,1.1248384155333
492,93,"h",1,0.611959814094007
493,82,"a",4,2.77025550976396
493,85,"h",0,1.01871534250677
494,74,"a",0,1.18871709145606
494,83,"h",2,1.89219191111624
495,73,"h",1,0.987370777875184
495,76,"a",0,1.48346578516066
496,91,"a",1,0.907115989364684
496,92,"h",1,0.453671385534107
497,81,"h",2,1.3274461850524
497,90,"a",4,1.85733148641884
498,75,"a",1,1.22508368175477
498,87,"h",4,2.76916199922561
499,80,"a",2,2.19644057750702
499,84,"h",2,1.23040003888309
500,72,"a",3,2.85489149764181
500,77,"h",0,1.04966152831912
NA,NA,NA,0,0
